,last_name,first_name,birthday,gender,type,state,party
2595,Williams,Hezekiah,1798-07-28,M,rep,ME,Democrat
2596,Borland,Solon,1808-09-21,M,sen,AR,Democrat
2597,Dodge,Augustus,1812-01-02,M,sen,IA,Democrat
2598,Fitzgerald,Thomas,1796-04-10,M,sen,MI,Democrat
2599,Johnson,Herschel,1812-09-18,M,sen,GA,Democrat
2600,King,William,1786-04-07,M,sen,AL,Democrat
2602,Moor,Wyman,1811-11-11,M,sen,ME,Democrat
2603,Walker,Isaac,1815-11-02,M,sen,WI,Democrat
2604,Albertson,Nathaniel,1800-06-10,M,rep,IN,Democrat
2610,Atchison,David,1807-08-11,M,sen,MO,Democrat
2612,Bay,William,1818-11-23,M,rep,MO,Democrat
2616,Bowdon,Franklin,1817-02-17,M,rep,AL,Democrat
2617,Bowlin,James,1804-01-16,M,rep,MO,Democrat
2619,Brisbin,John,1818-07-13,M,rep,PA,Democrat
2620,Brown,William,1805-08-15,M,rep,IN,Democrat
2621,Buel,Alexander,1813-12-13,M,rep,MI,Democrat
2625,Caldwell,George,1814-10-18,M,rep,KY,Democrat
2630,Clemens,Jeremiah,1814-12-28,M,sen,AL,Democrat
2636,Danner,Joel,,M,rep,PA,Democrat
2640,Dickinson,Rodolphus,1797-12-28,M,rep,OH,Democrat
2644,Ewing,Andrew,1813-06-17,M,rep,TN,Democrat
2645,Featherston,Winfield,1820-08-08,M,rep,MS,Democrat
2647,Gerry,Elbridge,1813-12-06,M,rep,ME,Democrat
2648,Gilbert,Edward,,M,rep,CA,Democrat
2653,Hackett,Thomas,,M,rep,GA,Democrat
2656,Haralson,Hugh,1805-11-13,M,rep,GA,Democrat
2657,Harmanson,John,1803-01-15,M,rep,LA,Democrat
2662,Hoagland,Moses,1812-06-19,M,rep,OH,Democrat
2663,Holmes,Isaac,1796-04-06,M,rep,SC,Democrat
2665,Hubbard,David,,M,rep,AL,Democrat
2666,Inge,Samuel,1817-02-22,M,rep,AL,Democrat
2669,Kaufman,David,1813-12-18,M,rep,TX,Democrat
2675,La Sére,Emile,,M,rep,LA,Democrat
2676,Leffler,Shepherd,1811-04-24,M,rep,IA,Democrat
2678,Littlefield,Nathaniel,1804-09-20,M,rep,ME,Democrat
2679,Mann,Job,1795-03-31,M,rep,PA,Democrat
2681,McDowell,James,1795-10-13,M,rep,VA,Democrat
2685,McWillie,William,1795-11-17,M,rep,MS,Democrat
2687,Miller,John,1819-05-25,M,rep,OH,Democrat
2689,Morris,Jonathan,1804-10-08,M,rep,OH,Democrat
2690,Morse,Isaac,1809-05-22,M,rep,LA,Democrat
2695,Newman,Alexander,1804-10-05,M,rep,VA,Democrat
2696,Norris,Moses,1799-11-08,M,sen,NH,Democrat
2700,Parker,Richard,1810-12-22,M,rep,VA,Democrat
2701,Peck,Lucius,1802-11-17,M,rep,VT,Democrat
2704,Potter,Emery,1804-10-07,M,rep,OH,Democrat
2712,Sawtelle,Cullen,1805-09-25,M,rep,ME,Democrat
2713,Seddon,James,1815-07-13,M,rep,VA,Democrat
2717,Soulé,Pierre,1801-08-31,M,sen,LA,Democrat
2719,Stetson,Charles,1801-11-02,M,rep,ME,Democrat
2721,Strong,William,1808-05-06,M,rep,PA,Democrat
2722,Thompson,Jacob,1810-05-15,M,rep,MS,Democrat
2723,Thompson,James,1806-10-01,M,rep,PA,Democrat
2724,Thompson,William,1813-11-10,M,rep,IA,Democrat
2726,Thurston,Samuel,1816-04-15,M,rep,OR,Democrat
2731,Walden,Hiram,1800-08-21,M,rep,NY,Democrat
2732,Waldo,Loren,1802-02-02,M,rep,CT,Democrat
2734,Wellborn,Marshall,1808-05-29,M,rep,GA,Democrat
2735,Whitcomb,James,1795-12-01,M,sen,IN,Democrat
2737,Whittlesey,William,1796-07-14,M,rep,OH,Democrat
2739,Wood,Amos,1810-01-02,M,rep,OH,Democrat
2741,Young,Timothy,1811-11-19,M,rep,IL,Democrat
2742,Barnwell,Robert,1801-08-10,M,sen,SC,Democrat
2743,Elmore,Franklin,1799-10-15,M,sen,SC,Democrat
2745,Frémont,John,1813-01-21,M,sen,CA,Democrat
2747,Rhett,Robert,1800-12-21,M,sen,SC,Democrat
2751,Andrews,Charles,1814-02-11,M,rep,ME,Democrat
2752,Appleton,John,1815-02-11,M,rep,ME,Democrat
2753,Averett,Thomas,1800-07-10,M,rep,VA,Democrat
2754,Babcock,Leander,1811-03-01,M,rep,NY,Democrat
2756,Bartlett,Thomas,1808-06-18,M,rep,VT,Democrat
2757,Beale,James,1786-02-07,M,rep,VA,Democrat
2763,Bragg,John,1806-01-14,M,rep,AL,Democrat
2764,Brodhead,Richard,1811-01-05,M,sen,PA,Democrat
2766,Buell,Alexander,1801-07-14,M,rep,NY,Democrat
2768,Burt,Armistead,1802-11-13,M,rep,SC,Democrat
2769,Busby,George,1794-06-10,M,rep,OH,Democrat
2771,Cable,Joseph,1801-04-17,M,rep,OH,Democrat
2773,Campbell,Thompson,,M,rep,IL,Democrat
2774,Cartter,David,1812-06-22,M,rep,OH,Democrat
2775,Cass,Lewis,1782-10-09,M,sen,MI,Democrat
2777,Clark,Lincoln,1800-08-09,M,rep,IA,Democrat
2778,Cleveland,Chauncey,1799-02-16,M,rep,CT,Democrat
2779,Colcock,William,1804-11-05,M,rep,SC,Democrat
2782,Daniel,John,1802-01-13,M,rep,NC,Democrat
2785,Dimmick,Milo,1811-10-30,M,rep,PA,Democrat
2787,Dodge,Henry,1782-10-12,M,sen,WI,Democrat
2792,Ficklin,Orlando,1808-12-16,M,rep,IL,Democrat
2794,Floyd,John,1806-02-05,M,rep,NY,Democrat
2797,Gaylord,James,1811-05-29,M,rep,OH,Democrat
2800,Gilmore,Alfred,1812-06-09,M,rep,PA,Democrat
2802,Gorman,Willis,1816-01-12,M,rep,IN,Democrat
2803,Hall,Willard,1820-05-09,M,rep,MO,Democrat
2804,Hammond,Edward,1812-03-17,M,rep,MD,Democrat
2806,Hart,Emanuel,1809-10-27,M,rep,NY,Democrat
2810,Holladay,Alexander,1811-09-18,M,rep,VA,Democrat
2812,Howard,Volney,1809-10-22,M,rep,TX,Democrat
2814,Howe,Thomas,,M,rep,NY,Democrat
2816,Ives,Willard,1806-07-07,M,rep,NY,Democrat
2818,James,Charles,1805-09-15,M,sen,RI,Democrat
2819,Jenkins,Timothy,1799-01-29,M,rep,NY,Democrat
2826,Little,Edward,1791-11-07,M,rep,MA,Democrat
2828,Marshall,Edward,1821-06-29,M,rep,CA,Democrat
2830,McCorkle,Joseph,1819-06-24,M,rep,CA,Democrat
2831,McLanahan,James,,M,rep,PA,Democrat
2832,Meade,Richard,1803-07-29,M,rep,VA,Democrat
2834,Molony,Richard,1811-06-28,M,rep,IL,Democrat
2838,Morrison,John,1814-01-31,M,rep,PA,Democrat
2843,Parker,Andrew,1805-05-21,M,rep,PA,Democrat
2844,Peaslee,Charles,1804-02-06,M,rep,NH,Democrat
2845,Penn,Alexander,1799-05-10,M,rep,LA,Democrat
2849,Price,Rodman,1816-05-05,M,rep,NJ,Democrat
2850,Rantoul,Robert,1805-08-13,M,rep,MA,Democrat
2852,Robie,Reuben,1799-07-15,M,rep,NY,Democrat
2853,Robinson,John,1813-05-03,M,rep,IN,Democrat
2854,Ross,Thomas,1806-12-01,M,rep,PA,Democrat
2855,Rusk,Thomas,1803-12-05,M,sen,TX,Democrat
2856,Russell,Joseph,,M,rep,NY,Democrat
2862,Scurry,Richardson,1811-11-11,M,rep,TX,Democrat
2863,Seymour,David,1803-12-02,M,rep,NY,Democrat
2865,Smart,Ephraim,1813-09-03,M,rep,ME,Democrat
2866,Snow,William,1812-04-27,M,rep,NY,Democrat
2868,Stephens,Abraham,1796-02-18,M,rep,NY,Democrat
2869,Stockton,Robert,1795-08-20,M,sen,NJ,Democrat
2870,Stone,James,,M,rep,KY,Democrat
2872,Sutherland,Josiah,1804-06-12,M,rep,NY,Democrat
2873,Sweetser,Charles,1808-01-22,M,rep,OH,Democrat
2875,Thompson,George,1806-05-14,M,rep,VA,Democrat
2876,Townshend,Norton,1815-12-25,M,rep,OH,Democrat
2878,Venable,Abraham,1799-10-17,M,rep,NC,Democrat
2880,Wallace,Daniel,1801-05-09,M,rep,SC,Democrat
2883,Weightman,Richard,1816-12-28,M,rep,NM,Democrat
2888,Wildrick,Isaac,1803-03-03,M,rep,NJ,Democrat
2890,Woodward,Joseph,1806-04-11,M,rep,SC,Democrat
2891,Adams,Stephen,1807-10-17,M,sen,MS,Democrat
2893,Cathcart,Charles,1809-07-24,M,sen,IN,Democrat
2894,Charlton,Robert,1807-01-19,M,sen,GA,Democrat
2895,De Saussure,William,1792-02-22,M,sen,SC,Democrat
2897,Meriwether,David,1800-10-30,M,sen,KY,Democrat
2898,Toucey,Isaac,1792-11-15,M,sen,CT,Democrat
2899,Weller,John,1812-02-22,M,sen,CA,Democrat
2900,Pierce,Franklin,1804-11-23,M,sen,NH,Democrat
2902,Allen,Philip,1785-09-01,M,sen,RI,Democrat
2903,Allen,Willis,1806-12-15,M,rep,IL,Democrat
2904,Ashe,William,1814-09-14,M,rep,NC,Democrat
2905,Atherton,Charles,1804-07-04,M,sen,NH,Democrat
2906,Bailey,David,1812-03-11,M,rep,GA,Democrat
2907,Barry,William,1821-12-10,M,rep,MS,Democrat
2908,Belcher,Nathan,1813-06-23,M,rep,CT,Democrat
2910,Benton,Thomas,1782-03-14,M,rep,MO,Democrat
2913,Boyd,Linn,1800-11-22,M,rep,KY,Democrat
2915,Campbell,Brookins,,M,rep,TN,Democrat
2917,Chamberlain,Ebenezer,1805-08-20,M,rep,IN,Democrat
2921,Chastain,Elijah,1813-09-25,M,rep,GA,Democrat
2922,Chrisman,James,1818-09-14,M,rep,KY,Democrat
2923,Churchwell,William,1826-02-20,M,rep,TN,Democrat
2924,Clark,Samuel,,M,rep,MI,Democrat
2930,Cumming,Thomas,,M,rep,NY,Democrat
2931,Cutting,Francis,1804-08-06,M,rep,NY,Democrat
2932,Davis,Thomas,1806-12-18,M,rep,RI,Democrat
2933,Dean,Gilbert,1819-08-14,M,rep,NY,Democrat
2934,Dent,William,1806-09-08,M,rep,GA,Democrat
2936,Disney,David,1803-08-25,M,rep,OH,Democrat
2937,Drum,Augustus,1815-11-26,M,rep,PA,Democrat
2938,Dunbar,William,,M,rep,LA,Democrat
2939,Dunham,Cyrus,1817-01-16,M,rep,IN,Democrat
2940,Eastman,Ben,1812-10-24,M,rep,WI,Democrat
2941,Eddy,Norman,1810-12-10,M,rep,IN,Democrat
2942,Edgerton,Alfred,1813-01-11,M,rep,OH,Democrat
2944,Ellison,Andrew,,M,rep,OH,Democrat
2945,Evans,Josiah,1786-11-27,M,sen,SC,Democrat
2951,Gamble,James,1809-01-28,M,rep,PA,Democrat
2952,Giddings,Napoleon,1816-01-02,M,rep,NE,Democrat
2954,Green,Frederick,1816-02-18,M,rep,OH,Democrat
2956,Harlan,Andrew,1815-03-29,M,rep,IN,Democrat
2957,Harris,Wiley,1818-11-09,M,rep,MS,Democrat
2958,Hastings,George,1807-03-13,M,rep,NY,Democrat
2959,Henn,Bernhart,,M,rep,IA,Democrat
2960,Hibbard,Harry,1816-06-01,M,rep,NH,Democrat
2963,Hillyer,Junius,1807-04-23,M,rep,GA,Democrat
2966,Hughes,Charles,1822-02-27,M,rep,NY,Democrat
2968,Ingersoll,Colin,1819-03-11,M,rep,CT,Democrat
2969,Johnson,Harvey,1808-09-07,M,rep,OH,Democrat
2970,Jones,Daniel,1800-08-17,M,rep,NY,Democrat
2971,Jones,George,1804-04-12,M,sen,IA,Democrat
2972,Jones,Roland,1813-11-18,M,rep,LA,Democrat
2974,Kittredge,George,1805-01-31,M,rep,NH,Democrat
2975,Kurtz,William,1804-01-31,M,rep,PA,Democrat
2976,Lamb,Alfred,1824-03-18,M,rep,MO,Democrat
2977,Lancaster,Columbia,1803-08-26,M,rep,WA,Democrat
2978,Lewis,Charles,1821-02-26,M,rep,VA,Democrat
2979,Lilly,Samuel,1815-10-28,M,rep,NJ,Democrat
2980,Lindsley,William,1812-12-25,M,rep,OH,Democrat
2982,Macdonald,Moses,1815-04-08,M,rep,ME,Democrat
2983,Macy,John,1799-03-25,M,rep,WI,Democrat
2984,Maurice,James,1814-11-07,M,rep,NY,Democrat
2985,Mayall,Samuel,1816-06-21,M,rep,ME,Democrat
2987,McNair,John,1800-06-08,M,rep,PA,Democrat
2989,Morrison,George,1809-10-16,M,rep,NH,Democrat
2990,Muhlenberg,Henry,1823-07-21,M,rep,PA,Democrat
2991,Murray,William,1803-10-01,M,rep,NY,Democrat
2992,Noble,David,1802-11-09,M,rep,MI,Democrat
2993,Olds,Edson,1802-06-03,M,rep,OH,Democrat
2995,Peck,Jared,1816-09-21,M,rep,NY,Democrat
2996,Peckham,Rufus,1809-12-20,M,rep,NY,Democrat
2997,Perkins,Bishop,1787-09-05,M,rep,NY,Democrat
2998,Perkins,John,1819-07-01,M,rep,LA,Democrat
2999,Pettit,John,1807-06-24,M,sen,IN,Democrat
3001,Phillips,Philip,1807-12-13,M,rep,AL,Democrat
3002,Pratt,James,1802-12-14,M,rep,CT,Democrat
3005,Ritchey,Thomas,1801-01-19,M,rep,OH,Democrat
3006,Rowe,Peter,1807-03-10,M,rep,NY,Democrat
3009,Seymour,Origen,1804-02-09,M,rep,CT,Democrat
3010,Shannon,Wilson,1802-02-24,M,rep,OH,Democrat
3011,Shower,Jacob,1803-02-22,M,rep,MD,Democrat
3012,Skelton,Charles,1806-04-19,M,rep,NJ,Democrat
3014,Smyth,George,1803-05-16,M,rep,TX,Democrat
3015,Snodgrass,John,1804-03-02,M,rep,VA,Democrat
3017,Stanton,Frederick,1814-12-22,M,rep,TN,Democrat
3018,Stanton,Richard,1812-09-09,M,rep,KY,Democrat
3019,Stevens,Hestor,1803-10-01,M,rep,MI,Democrat
3020,Stratton,Nathan,1813-03-17,M,rep,NJ,Democrat
3021,Straub,Christian,,M,rep,PA,Democrat
3022,Stuart,Andrew,1823-08-03,M,rep,OH,Democrat
3023,Stuart,Charles,1810-11-25,M,sen,MI,Democrat
3024,Stuart,David,1816-03-12,M,rep,MI,Democrat
3025,Taylor,John,1808-04-27,M,rep,NY,Democrat
3030,Trout,Michael,1810-09-30,M,rep,PA,Democrat
3031,Tweed,William,1823-04-03,M,rep,NY,Democrat
3033,Van Sant,Joshua,1803-12-31,M,rep,MD,Democrat
3034,Walbridge,Hiram,1821-02-02,M,rep,NY,Democrat
3035,Walker,William,1805-06-05,M,rep,NY,Democrat
3037,Walsh,Michael,1810-05-04,M,rep,NY,Democrat
3039,Westbrook,Theodoric,1821-11-20,M,rep,NY,Democrat
3040,Williams,Jared,1796-12-22,M,sen,NH,Democrat
3041,Witte,William,1817-10-04,M,rep,PA,Democrat
3044,Reid,David,1813-04-19,M,sen,NC,Democrat
3046,Aiken,William,1806-01-28,M,rep,SC,Democrat
3050,Anderson,James,1822-02-16,M,rep,WA,Democrat
3053,Barclay,David,,M,rep,PA,Democrat
3054,Bayly,Thomas,1810-12-11,M,rep,VA,Democrat
3056,Bell,Peter,1812-05-12,M,rep,TX,Democrat
3057,Bennett,Hendley,1807-04-07,M,rep,MS,Democrat
3059,Biggs,Asa,1811-02-04,M,sen,NC,Democrat
3063,Butler,Andrew,1796-11-18,M,sen,SC,Democrat
3064,Cadwalader,John,1805-04-01,M,rep,PA,Democrat
3066,Chapman,Bird,1821-08-24,M,rep,NE,Democrat
3069,Cobb,Howell,1815-09-07,M,rep,GA,Democrat
3073,Davis,Jacob,1820-09-16,M,rep,IL,Democrat
3076,Denver,James,1817-10-23,M,rep,CA,Democrat
3083,Fitzpatrick,Benjamin,1802-06-30,M,sen,AL,Democrat
3087,Fuller,Thomas,1808-03-17,M,rep,ME,Democrat
3090,Hall,Augustus,1814-04-29,M,rep,IA,Democrat
3091,Harris,Sampson,1809-02-23,M,rep,AL,Democrat
3094,Herbert,Philemon,1825-11-01,M,rep,CA,Democrat
3100,Iverson,Alfred,1798-12-03,M,sen,GA,Democrat
3101,Johnson,Robert,1814-07-22,M,sen,AR,Democrat
3103,Kidwell,Zedekiah,1814-01-04,M,rep,VA,Democrat
3110,Lumpkin,John,1812-06-13,M,rep,GA,Democrat
3113,Maxwell,Augustus,1820-09-21,M,rep,FL,Democrat
3115,McMullen,Fayette,1805-05-18,M,rep,VA,Democrat
3119,Miller,Smith,1804-05-30,M,rep,IN,Democrat
3121,Oliver,Andrew,1815-01-16,M,rep,NY,Democrat
3123,Packer,Asa,1805-12-29,M,rep,PA,Democrat
3126,Peck,George,1818-06-04,M,rep,MI,Democrat
3131,Pugh,George,1822-11-28,M,sen,OH,Democrat
3142,Slidell,John,,M,sen,LA,Democrat
3151,Vail,George,1809-07-21,M,rep,NJ,Democrat
3155,Warner,Hiram,1802-10-29,M,rep,GA,Democrat
3158,Wells,Daniel,1808-07-16,M,rep,WI,Democrat
3159,Wells,John,1803-10-18,M,sen,NH,Democrat
3160,Wheeler,John,1823-02-11,M,rep,NY,Democrat
3161,Whitfield,John,1818-03-11,M,rep,KS,Democrat
3163,Williams,John,1807-01-07,M,rep,NY,Democrat
3165,Wright,Daniel,1812-02-17,M,rep,MS,Democrat
3166,Yulee,David,1810-06-12,M,sen,FL,Democrat
3167,Bigler,William,1814-01-01,M,sen,PA,Democrat
3169,Buchanan,James,1791-04-23,M,sen,PA,Democrat
3171,Ahl,John,1813-08-16,M,rep,PA,Democrat
3173,Arnold,Samuel,1806-06-01,M,rep,CT,Democrat
3174,Bates,Martin,1786-02-24,M,sen,DE,Democrat
3177,Bishop,William,1827-09-14,M,rep,CT,Democrat
3179,Bowie,Thomas,1808-04-07,M,rep,MD,Democrat
3181,Bright,Jesse,1812-12-18,M,sen,IN,Democrat
3182,Broderick,David,1820-02-04,M,sen,CA,Democrat
3183,Brooks,Preston,1819-08-05,M,rep,SC,Democrat
3184,Bryan,Guy,1821-01-12,M,rep,TX,Democrat
3185,Burns,Joseph,1800-03-11,M,rep,OH,Democrat
3186,Caruthers,Samuel,1820-10-13,M,rep,MO,Democrat
3187,Caskie,John,1821-11-08,M,rep,VA,Democrat
3189,Chapman,Henry,1804-02-04,M,rep,PA,Democrat
3192,Clay,James,1817-11-09,M,rep,KY,Democrat
3193,Cockerill,Joseph,1818-01-02,M,rep,OH,Democrat
3196,Davis,Jefferson,1808-06-03,M,sen,MS,Democrat
3200,Dewart,William,1821-06-21,M,rep,PA,Democrat
3202,Dowdell,James,1818-11-26,M,rep,AL,Democrat
3205,Elliott,John,1820-05-20,M,rep,KY,Democrat
3207,Ferguson,Fenner,1814-04-25,M,rep,NE,Democrat
3208,Fitch,Graham,1809-12-05,M,sen,IN,Democrat
3209,Foley,James,1807-10-18,M,rep,IN,Democrat
3211,Gillis,James,1792-10-02,M,rep,PA,Democrat
3215,Green,James,1817-02-28,M,sen,MO,Democrat
3216,Greenwood,Alfred,1811-07-11,M,rep,AR,Democrat
3217,Gregg,James,1806-06-26,M,rep,IN,Democrat
3218,Groesbeck,William,1815-07-24,M,rep,OH,Democrat
3219,Gwin,William,1805-10-09,M,sen,CA,Democrat
3220,Hall,Lawrence,,M,rep,OH,Democrat
3222,Hammond,James,1807-11-15,M,sen,SC,Democrat
3224,Harris,Thomas,1816-10-29,M,rep,IL,Democrat
3225,Hatch,Israel,1808-06-30,M,rep,NY,Democrat
3226,Henderson,James,1808-03-31,M,sen,TX,Democrat
3227,Hodges,Charles,1810-02-04,M,rep,IL,Democrat
3228,Hopkins,George,1804-02-22,M,rep,VA,Democrat
3229,Hughes,James,1823-11-24,M,rep,IN,Democrat
3230,Huyler,John,1808-04-09,M,rep,NJ,Democrat
3231,Jewett,Joshua,1815-09-30,M,rep,KY,Democrat
3232,Jones,George,1806-03-15,M,rep,TN,Democrat
3233,Jones,Jehu,1811-10-07,M,rep,PA,Democrat
3234,Jones,Owen,1819-12-29,M,rep,PA,Democrat
3236,Kelly,John,1822-04-20,M,rep,NY,Democrat
3239,Kingsbury,William,1828-06-04,M,rep,MN,Democrat
3242,Landy,James,1813-10-13,M,rep,PA,Democrat
3243,Lawrence,William,1814-09-02,M,rep,OH,Democrat
3244,Leidy,Paul,1813-11-13,M,rep,PA,Democrat
3246,Letcher,John,1813-03-29,M,rep,VA,Democrat
3247,Lockhart,James,1806-02-13,M,rep,IN,Democrat
3248,Mallory,Stephen,,M,sen,FL,Democrat
3250,Mason,James,1798-11-03,M,sen,VA,Democrat
3251,Mason,John,1802-08-04,M,rep,KY,Democrat
3253,McKibbin,Joseph,1824-05-14,M,rep,CA,Democrat
3254,Miller,Joseph,1819-09-09,M,rep,OH,Democrat
3255,Montgomery,John,1805-06-27,M,rep,PA,Democrat
3257,Morrison,James,1816-04-12,M,rep,IL,Democrat
3263,Orr,James,1822-05-12,M,rep,SC,Democrat
3265,Phelps,William,1826-06-01,M,rep,MN,Democrat
3266,Phillips,Henry,1811-06-30,M,rep,PA,Democrat
3268,Polk,Trusten,1811-05-29,M,sen,MO,Democrat
3269,Powell,Paulus,,M,rep,VA,Democrat
3271,Quitman,John,1798-09-01,M,rep,MS,Democrat
3273,Reilly,Wilson,1811-08-08,M,rep,PA,Democrat
3278,Russell,William,1812-01-14,M,rep,NY,Democrat
3279,Sandidge,John,1817-01-07,M,rep,LA,Democrat
3280,Savage,John,1815-10-09,M,rep,TN,Democrat
3281,Searing,John,1805-05-14,M,rep,NY,Democrat
3282,Seward,James,1813-10-30,M,rep,GA,Democrat
3283,Shaw,Henry,1819-11-20,M,rep,NC,Democrat
3285,Shorter,Eli,1823-03-15,M,rep,AL,Democrat
3287,Smith,Robert,1802-06-12,M,rep,IL,Democrat
3288,Smith,Samuel,1822-06-26,M,rep,TN,Democrat
3289,Talbott,Albert,1808-04-04,M,rep,KY,Democrat
3290,Taylor,George,1820-10-19,M,rep,NY,Democrat
3292,Thomson,John,1800-09-25,M,sen,NJ,Democrat
3296,Warren,Edward,1818-05-02,M,rep,AR,Democrat
3297,Watkins,Albert,1818-05-05,M,rep,TN,Democrat
3298,White,Allison,1816-12-21,M,rep,PA,Democrat
3300,Wortendyke,Jacob,1818-11-27,M,rep,NJ,Democrat
3301,Wright,Augustus,1813-06-16,M,rep,GA,Democrat
3303,Chesnut,James,1815-01-18,M,sen,SC,Democrat
3304,Clingman,Thomas,1812-07-27,M,sen,NC,Democrat
3305,Hayne,Arthur,1788-03-12,M,sen,SC,Democrat
3306,Rice,Henry,1816-11-29,M,sen,MN,Democrat
3307,Ward,Matthias,1805-10-13,M,sen,TX,Democrat
3312,Ashmore,John,1819-08-18,M,rep,SC,Democrat
3313,Avery,William,1819-11-11,M,rep,TN,Democrat
3314,Barksdale,William,1821-08-21,M,rep,MS,Democrat
3316,Barret,John,1825-08-21,M,rep,MO,Democrat
3318,Benjamin,Judah,1811-08-06,M,sen,LA,Democrat
3320,Bocock,Thomas,1815-05-18,M,rep,VA,Democrat
3321,Bonham,Milledge,1813-12-25,M,rep,SC,Democrat
3324,Boyce,William,1818-10-24,M,rep,SC,Democrat
3326,Bragg,Thomas,1810-11-09,M,sen,NC,Democrat
3327,Branch,Lawrence,1820-11-28,M,rep,NC,Democrat
3331,Brown,Albert,1813-05-31,M,sen,MS,Democrat
3332,Burch,John,1826-02-01,M,rep,CA,Democrat
3340,Clay,Clement,1816-12-13,M,sen,AL,Democrat
3341,Clemens,Sherrard,1820-04-28,M,rep,VA,Democrat
3342,Clopton,David,1820-09-29,M,rep,AL,Democrat
3343,Cobb,Williamson,1807-06-08,M,rep,AL,Democrat
3346,Cochrane,John,1813-08-27,M,rep,NY,Democrat
3347,Cooper,George,1808-06-06,M,rep,MI,Democrat
3348,Craig,James,1818-02-28,M,rep,MO,Democrat
3349,Craige,Francis,1811-03-13,M,rep,NC,Democrat
3350,Crawford,Martin,1820-03-17,M,rep,GA,Democrat
3351,Curry,Jabez,1825-06-05,M,rep,AL,Democrat
3352,Davidson,Thomas,1805-08-03,M,rep,LA,Democrat
3354,Davis,Reuben,1813-01-18,M,rep,MS,Democrat
3356,Dimmick,William,1815-12-20,M,rep,PA,Democrat
3357,Douglas,Stephen,1813-04-23,M,sen,IL,Democrat
3358,Edmundson,Henry,1814-06-14,M,rep,VA,Democrat
3359,English,William,1822-08-27,M,rep,IN,Democrat
3362,Florence,Thomas,1812-01-26,M,rep,PA,Democrat
3365,Garnett,Muscoe,1821-07-25,M,rep,VA,Democrat
3366,Gartrell,Lucius,1821-01-07,M,rep,GA,Democrat
3368,Goode,William,1798-09-16,M,rep,VA,Democrat
3376,Haun,Henry,1815-01-18,M,sen,CA,Democrat
3377,Hawkins,George,,M,rep,FL,Democrat
3379,Hemphill,John,1803-12-18,M,sen,TX,Democrat
3380,Hindman,Thomas,1828-01-28,M,rep,AR,Democrat
3382,Howard,William,1817-12-31,M,rep,OH,Democrat
3384,Hughes,George,1806-09-30,M,rep,MD,Democrat
3385,Hunter,Robert,1809-04-21,M,sen,VA,Democrat
3387,Jackson,James,1819-10-18,M,rep,GA,Democrat
3388,Jenkins,Albert,1830-11-10,M,rep,VA,Democrat
3389,Jones,John,1824-11-13,M,rep,GA,Democrat
3391,Keitt,Laurence,1824-10-04,M,rep,SC,Democrat
3394,Kunkel,Jacob,1822-07-13,M,rep,MD,Democrat
3395,Landrum,John,1815-07-03,M,rep,LA,Democrat
3396,Lane,Joseph,1801-12-14,M,sen,OR,Democrat
3397,Larrabee,Charles,1820-11-09,M,rep,WI,Democrat
3402,Love,Peter,1818-07-07,M,rep,GA,Democrat
3403,Maclay,William,1812-03-20,M,rep,NY,Democrat
3404,Martin,Charles,1829-08-05,M,rep,OH,Democrat
3406,McKenty,Jacob,1827-01-19,M,rep,PA,Democrat
3407,McQueen,John,1804-02-09,M,rep,SC,Democrat
3408,McRae,John,1815-01-10,M,rep,MS,Democrat
3409,Miles,William,1822-07-04,M,rep,SC,Democrat
3410,Millson,John,1808-10-01,M,rep,VA,Democrat
3412,Montgomery,William,1818-04-11,M,rep,PA,Democrat
3414,Moore,Sydenham,1817-05-25,M,rep,AL,Democrat
3415,Morris,Isaac,1812-01-22,M,rep,IL,Democrat
3417,Nicholson,Alfred,1808-08-31,M,sen,TN,Democrat
3424,Peyton,Samuel,1804-01-08,M,rep,KY,Democrat
3426,Powell,Lazarus,1812-10-06,M,sen,KY,Democrat
3427,Pryor,Roger,1828-07-19,M,rep,VA,Democrat
3434,Ruffin,Thomas,1820-09-09,M,rep,NC,Democrat
3435,Rust,Albert,,M,rep,AR,Democrat
3437,Scott,Charles,1827-01-23,M,rep,CA,Democrat
3438,Sebastian,William,,M,sen,AR,Democrat
3439,Simms,William,1822-01-02,M,rep,KY,Democrat
3440,Smith,Delazon,1816-10-05,M,sen,OR,Democrat
3441,Smith,William,1797-09-06,M,rep,VA,Democrat
3446,Stallworth,James,1822-04-07,M,rep,AL,Democrat
3448,Stevens,Isaac,1818-03-25,M,rep,WA,Democrat
3449,Stewart,James,1808-11-24,M,rep,MD,Democrat
3451,Stout,Lansing,1828-03-27,M,rep,OR,Democrat
3453,Taylor,Miles,1805-07-16,M,rep,LA,Democrat
3457,Thomas,James,1808-09-22,M,rep,TN,Democrat
3459,Toombs,Robert,1810-07-02,M,sen,GA,Democrat
3460,Underwood,John,1816-11-20,M,rep,GA,Democrat
3464,Whiteley,William,1819-08-07,M,rep,DE,Democrat
3465,Wigfall,Louis,1816-04-21,M,sen,TX,Democrat
3467,Winslow,Warren,1810-01-01,M,rep,NC,Democrat
3471,Wright,John,1828-06-28,M,rep,TN,Democrat
3473,Latham,Milton,1827-05-23,M,sen,CA,Democrat
3477,Allen,William,1827-08-13,M,rep,OH,Democrat
3483,Biddle,Charles,1819-04-30,M,rep,PA,Democrat
